ST	penA	mtrR	porB	ponA	gyrA	parC	23S	NG-STAR_CC
2776	44.001	22	8	1	1	10	100	158
2777	18.001	192	8	1	1	3	2	2778
2778	18.001	1	8	1	1	3	100	127
2779	13.001	36	8	1	1	1	100	37
2780	43.002	1	13	1	7	62	100	345
2781	5.002	22	13	1	1	100	100	4392
2782	2.002	274	100	100	1	4	100	719
2783	18.001	16	4	1	7	15	100	1102
2784	43.001	1	4	1	7	6	100	514
2785	13.001	1	14	1	1	3	100	90
2786	2.001	1	11	1	1	22	2	7109
2787	43.002	1	10	1	7	3	100	199
2788	9.001	22	8	1	7	4	100	Ungroupable
2789	19.001	47	13	1	21	21	100	2351
2790	13.001	1	21	1	7	3	100	199
2791	43.002	19	13	1	7	3	100	345
2792	18.001	1	8	1	1	22	100	127
2793	13.002	1	8	1	21	3	100	199
2794	13.001	19	8	1	1	8	100	38
2795	18.001	59	11	1	7	3	100	428
2796	86.001	1	12	1	1	3	2	477
2797	21.001	1	52	1	7	2	100	1118
2798	12.001	19	8	1	1	9	100	38
2799	22.001	1	11	1	7	2	100	3129
2800	13.001	19	8	1	1	9	1	38
2801	18.001	59	100	1	21	3	100	458
2802	21.001	25	12	1	7	3	100	1118
2803	19.001	47	12	1	7	21	100	2351
2804	103.002	47	13	1	7	21	100	2351
2805	13.001	19	11	1	7	9	100	38
2806	43.001	16	12	1	7	3	100	1143
2807	13.001	19	100	1	1	22	100	38
2808	21.001	16	12	1	7	6	100	2336
2809	2.001	1	11	1	7	22	100	2288
2810	19.001	47	11	1	7	21	100	2351
2811	10.003	19	8	1	7	9	100	38
2812	5.002	1	8	1	1	121	100	127
2813	5.002	1	8	1	1	121	1	127
2814	22.001	19	8	1	7	3	100	73
2815	2.002	19	23	1	7	3	1	73
2816	2.008	161	14	1	7	3	100	1387
2817	9.001	25	44	1	100	2	100	3043
2818	78.001	25	44	100	100	2	100	3043
2820	14.001	10	44	100	100	1	100	42
2821	12.001	9	1	100	100	1	100	63
2823	100.006	123	100	100	100	2	100	Ungroupable
2824	34.001	42	100	100	10	2	100	1958
2825	34.006	40	11	100	7	4	100	1124
2826	19.001	161	14	100	100	7	100	1401
2827	1.001	10	44	100	100	7	100	352
2828	2.002	59	14	100	100	7	100	1128
2829	43.002	38	8	1	7	26	100	567
2830	2.001	1	44	100	100	100	100	63
2831	2.002	14	14	100	100	100	100	1888
2832	12.004	1	44	1	1	3	100	127
2833	12.001	9	44	100	100	1	100	439
2834	2.002	150	100	100	100	7	100	2041
2835	22.001	127	1	100	100	7	100	390
2836	19.001	18	100	100	100	100	100	1645
2837	43.002	206	3	1	7	6	100	2875
2838	2.002	10	1	100	100	7	100	352
2839	19.001	14	100	100	100	100	100	1645
2840	1.001	10	1	100	100	7	100	352
2841	2.002	25	44	100	100	2	100	1958
2842	2.002	105	3	100	100	2	100	1958
2843	43.002	122	8	100	7	6	100	1340
2844	22.001	25	44	100	100	7	100	190
2846	34.001	1	44	1	1	3	100	90
2847	14.001	5	44	100	100	7	100	352
2848	19.001	38	8	1	7	26	100	567
2849	19.001	14	14	100	100	100	100	2146
2850	12.005	1	44	1	1	3	100	127
2851	19.001	38	44	1	7	15	100	309
2852	5.002	1	44	1	1	23	100	127
2853	44.001	16	44	1	1	10	100	158
2854	1.001	162	44	100	100	1	100	20
2855	80.001	9	44	100	100	100	100	63
2856	22.001	25	44	100	100	1	100	190
2857	1.001	5	44	100	100	1	100	20
2858	2.001	9	44	1	100	100	100	63
2859	13.001	19	44	1	1	9	100	38
2860	14.001	11	54	100	100	2	100	207
2861	2.001	170	44	1	100	1	100	2047
2862	2.001	9	44	100	100	100	2	63
2863	4.001	25	4	1	5	2	100	6234
2864	47.001	25	44	100	100	100	2	1038
2865	2.001	27	44	100	100	100	100	63
2866	5.002	1	11	1	1	3	12	127
2867	5.002	1	44	1	1	3	100	127
2868	5.002	1	44	1	1	3	2	127
2869	15.002	25	44	1	100	2	2	47
2870	2.011	82	14	100	22	2	100	Ungroupable
2871	2.002	174	3	100	7	4	100	719
2872	5.002	38	10	1	1	3	2	404
2873	2.008	54	100	100	100	1	100	1645
2874	2.001	169	3	1	100	7	100	2889
2876	9.001	1	20	1	1	3	100	127
2877	14.001	130	100	100	100	2	100	520
6833	12.001	89	100	100	7	4	100	719
2880	10.001	38	100	1	7	26	100	309
2881	2.001	122	100	1	7	6	100	1340
2882	13.001	122	100	100	7	6	100	1340
2883	5.002	1	14	1	7	3	100	199
2884	2.001	39	11	100	1	3	100	168
2885	2.001	39	3	100	100	100	100	213
2887	14.001	18	3	100	1	18	100	6839
2888	2.002	245	8	100	2	26	100	Ungroupable
2889	2.001	1	3	1	100	2	100	442
2890	15.001	19	8	1	1	9	100	38
2891	5.002	58	3	1	1	3	100	127
2892	19.001	25	100	1	7	43	100	309
2893	2.002	245	3	100	2	26	100	5110
2894	93.001	25	44	100	100	100	2	2655
2895	86.001	16	11	1	7	6	100	2336
2896	34.001	19	8	1	7	9	100	38
2897	34.001	1	14	1	1	1	2	1460
2898	3.001	40	11	100	7	4	100	1124
2899	2.001	39	11	100	7	4	5	168
2900	2.017	1	1	1	100	2	100	442
2901	2.001	39	1	100	7	18	100	168
2902	2.001	39	1	100	7	2	100	168
2903	1.001	5	100	100	100	1	12	20
2904	1.001	25	100	100	100	2	100	190
2905	1.008	137	100	100	100	1	100	20
2906	2.001	39	1	100	100	100	1	63
2907	2.001	183	1	100	100	100	2	63
2908	2.001	39	11	100	7	4	8	168
2909	2.001	9	1	100	100	100	12	63
2910	2.001	9	13	100	100	100	12	63
2911	2.001	5	100	100	100	100	12	845
2912	2.001	19	13	1	7	22	22	Ungroupable
2913	2.001	9	3	2	100	1	100	301
2914	2.001	9	14	100	100	1	100	63
2915	2.001	18	100	100	100	1	100	1645
2916	2.001	1	1	1	1	2	100	442
2917	2.001	1	10	1	1	2	100	442
2918	2.001	24	1	1	100	2	100	442
2919	2.001	25	1	1	100	2	100	442
2920	2.001	69	1	1	100	2	100	442
2921	2.001	39	1	100	100	2	100	63
2922	2.001	40	1	100	100	2	100	63
2923	2.001	1	3	100	100	2	100	442
2924	2.001	9	3	100	100	2	100	301
2925	2.001	39	3	100	100	2	100	213
2926	2.001	24	6	100	100	2	100	55
2927	2.001	105	13	100	100	2	100	55
2928	2.001	9	100	100	100	2	100	845
2929	2.001	16	100	100	100	2	100	1958
2930	2.001	24	100	100	100	2	100	55
2931	2.001	1	17	1	1	3	100	127
2932	2.001	39	3	100	1	3	100	5832
2933	2.001	40	3	100	7	3	100	436
2934	2.001	39	11	100	7	3	100	168
2935	2.001	9	1	100	100	3	100	63
2936	2.001	40	13	100	7	4	100	426
2937	2.001	122	1	1	7	6	100	1615
2938	2.001	18	1	100	7	100	100	63
2939	2.001	39	1	100	7	100	100	63
2940	2.001	9	100	100	7	100	100	845
2941	2.001	9	3	100	22	100	100	301
2942	2.001	10	100	100	22	100	100	845
2943	2.001	1	1	1	100	100	100	442
2944	2.001	39	11	1	100	100	100	213
2945	2.001	9	100	2	100	100	100	845
2946	2.001	11	1	100	100	100	100	63
2947	2.001	15	1	100	100	100	100	63
2948	2.001	29	1	100	100	100	100	63
2949	2.001	105	1	100	100	100	100	63
2950	2.001	58	3	100	100	100	100	63
2951	2.001	9	6	100	100	100	100	63
2952	2.001	39	6	100	100	100	100	63
2953	2.001	39	8	100	100	100	100	63
2954	2.001	39	10	100	100	100	100	63
2955	2.001	9	12	100	100	100	100	63
2956	2.001	18	13	100	100	100	100	63
2957	2.001	29	13	100	100	100	100	63
2958	2.001	39	13	100	100	100	100	63
2959	2.001	39	19	100	100	100	100	63
2960	2.001	39	24	100	100	100	100	63
2961	2.001	39	26	100	100	100	100	63
2962	2.001	10	100	100	100	100	100	845
2963	2.001	183	100	100	100	100	100	845
2964	2.002	1	3	1	1	3	2	264
2965	2.002	105	3	100	100	1	100	5513
2966	2.002	25	5	100	100	1	100	6214
2967	2.002	25	14	100	100	1	100	1458
2968	2.002	25	100	100	100	1	100	1958
2969	2.002	40	1	100	7	2	100	427
2970	2.002	40	13	100	7	2	100	426
2971	2.002	40	100	100	7	2	100	427
2972	2.002	57	3	1	100	2	100	2657
2973	2.002	1	100	1	100	2	100	442
2974	2.002	11	1	100	100	2	100	1958
2975	2.002	24	1	100	100	2	100	55
2976	2.002	105	1	100	100	2	100	1958
2977	2.002	11	3	100	100	2	100	1958
2978	2.002	105	5	100	100	2	100	1958
2979	2.002	18	6	100	100	2	100	1958
2980	2.002	18	14	100	100	2	100	1958
2981	2.002	122	1	1	7	3	100	1615
2982	2.002	40	3	1	7	3	100	2148
2983	2.002	261	13	1	7	3	100	470
2984	2.002	47	14	1	7	3	100	73
2985	2.002	105	1	100	7	3	100	436
2986	2.002	9	100	100	7	3	100	436
2987	2.002	19	100	100	7	3	100	436
2988	2.002	105	100	100	100	3	100	1958
2989	2.002	40	1	100	1	4	100	427
2990	2.002	40	8	1	7	4	100	427
2991	2.002	40	13	1	7	4	100	426
2992	2.002	5	13	100	7	4	100	426
2993	2.002	40	17	100	7	4	100	427
2994	2.002	105	1	100	100	4	100	5513
2995	2.002	40	3	100	100	4	100	427
2996	2.002	89	8	100	100	4	100	719
2997	2.002	89	100	100	100	4	100	719
2998	2.002	19	1	1	1	9	100	38
2999	2.002	54	14	100	1	59	100	577
3000	2.002	9	13	100	100	100	100	63
3001	2.002	18	13	100	100	100	100	467
3002	2.017	1	100	1	100	2	100	3035
3003	2.019	40	1	100	7	4	100	1124
3004	5.002	122	13	1	7	3	2	1387
3005	5.002	122	1	1	7	2	100	1615
3006	5.002	38	1	1	1	3	100	127
3007	5.002	58	1	1	1	3	100	127
3008	5.002	15	6	1	1	3	100	127
3009	5.002	38	8	1	1	3	100	127
3010	5.002	38	12	1	1	3	100	127
3011	5.002	38	13	1	1	3	100	127
3012	5.002	5	17	1	1	3	100	127
3013	5.002	38	100	1	1	3	100	127
3014	5.002	58	100	1	1	3	100	127
3015	5.002	19	3	1	7	3	100	2148
3016	5.002	57	14	1	7	3	100	1387
3017	5.002	105	14	1	7	3	100	1387
3018	5.002	122	100	1	7	3	100	1387
3019	5.002	122	14	100	7	3	100	1387
3020	5.002	1	1	1	100	3	100	127
3021	5.002	122	1	1	100	3	100	1615
3022	5.002	1	3	1	100	3	100	127
3023	5.002	1	14	1	100	3	100	199
3024	5.002	1	17	1	100	3	100	127
3025	5.002	1	24	1	100	3	100	151
3026	5.002	1	35	1	100	3	100	127
3027	9.001	1	12	1	100	2	2	3035
3028	9.001	1	8	1	100	2	6	3035
3029	9.001	105	3	1	6	2	100	395
3030	9.001	105	17	1	6	2	100	687
3031	9.001	105	100	1	6	2	100	137
3032	9.001	1	3	1	7	2	100	3035
3033	9.001	105	5	100	7	2	100	1845
3034	9.001	105	3	100	22	2	100	1845
3035	9.001	1	1	1	100	2	100	442
3036	9.001	25	4	1	100	2	100	3035
3037	9.001	105	14	1	100	2	100	3035
3038	9.001	105	16	1	100	2	100	137
3039	9.001	18	31	1	100	2	100	3035
3040	9.001	10	100	1	100	2	100	3035
3041	9.001	15	100	1	100	2	100	3035
3042	9.001	21	1	100	100	2	100	3043
3043	9.001	25	1	100	100	2	100	190
3044	9.001	82	1	100	100	2	100	3043
3045	9.001	21	3	100	100	2	100	1845
3046	9.001	105	6	100	100	2	100	3043
3047	9.001	25	8	100	100	2	100	3043
3048	9.001	105	13	100	100	2	100	3043
3049	9.001	11	100	100	100	2	100	1958
3050	9.001	15	100	100	100	2	100	190
3051	9.001	21	100	100	100	2	100	190
3052	9.001	105	3	1	100	7	100	395
3053	9.001	105	100	100	100	7	100	5513
3054	9.001	9	1	100	1	100	100	63
3055	9.001	39	6	100	100	100	100	213
3056	9.001	9	100	100	100	100	100	845
3057	9.004	58	12	100	100	2	100	Ungroupable
3058	11.001	5	100	100	100	2	100	1400
3059	11.001	25	100	100	100	2	100	190
3060	12.007	9	1	100	100	100	100	63
3061	12.007	9	11	100	100	100	100	63
3062	13.001	19	100	1	1	3	100	38
3063	13.001	130	3	1	1	9	100	38
3064	13.001	19	10	1	1	9	100	38
3065	13.001	1	1	1	7	9	100	1179
3066	13.001	19	3	1	100	9	100	38
3067	14.001	130	3	100	7	2	100	520
3068	14.001	10	3	1	100	2	100	42
3069	14.001	122	3	1	100	2	100	432
3070	14.001	1	10	1	100	2	100	442
3071	14.001	1	1	100	100	2	100	442
3072	14.001	1	3	100	100	2	100	520
3073	14.001	130	6	100	100	2	100	520
3074	14.001	130	8	100	100	2	100	520
3075	14.001	130	13	100	100	2	100	520
3076	14.001	1	100	100	100	2	100	352
3077	14.001	2	100	1	1	3	100	267
3078	14.001	10	13	100	2	4	100	5508
3079	14.001	1	1	1	100	7	100	442
3080	14.001	29	14	100	100	7	100	178
3081	14.001	11	100	100	100	7	100	352
3082	14.001	19	8	1	100	9	100	38
3083	15.001	1	3	1	100	2	100	3035
3084	15.001	1	8	1	100	2	100	3035
3085	15.001	1	100	1	100	2	100	3035
3086	15.001	5	3	100	100	2	100	1400
3087	15.001	18	100	100	100	2	100	1958
3088	17.001	122	1	1	7	3	100	1615
3089	17.001	122	14	1	7	3	100	1387
3090	18.001	36	10	1	2	24	2	501
3091	18.001	36	11	1	2	24	2	501
3092	18.001	36	100	1	2	24	2	501
3093	18.001	161	8	1	2	24	100	501
3094	19.001	38	1	1	7	2	100	309
3095	19.001	11	1	100	100	2	100	207
3096	19.001	11	100	100	100	2	100	1958
3097	19.001	15	100	100	100	2	100	190
3098	19.001	39	1	1	7	3	100	1615
3099	19.001	38	13	1	7	3	100	309
3100	19.001	38	100	1	7	3	100	309
3101	19.001	24	1	1	7	15	100	309
3102	19.001	16	10	1	7	15	100	309
3103	19.001	24	100	3	7	15	100	309
3104	19.001	47	4	1	21	21	100	2351
3105	19.001	38	37	1	7	26	100	567
3106	19.001	5	13	1	7	43	100	2057
3107	22.001	25	100	100	1	1	100	190
3108	22.001	25	1	100	22	1	100	239
3109	22.001	5	1	100	100	1	100	239
3110	22.001	9	1	100	100	1	100	63
3111	22.001	25	3	100	100	1	100	190
3112	22.001	5	100	100	100	1	100	20
3113	22.001	161	100	100	22	2	100	190
3114	22.001	19	1	1	100	2	100	1115
3115	22.001	19	2	1	100	2	100	1115
3116	22.001	19	3	1	100	2	100	1115
3117	22.001	19	4	1	100	2	100	1115
3118	22.001	9	1	100	100	2	100	190
3119	22.001	11	1	100	100	2	100	190
3120	22.001	21	1	100	100	2	100	190
3121	22.001	161	1	100	100	2	100	190
3122	22.001	11	3	100	100	2	100	190
3123	22.001	161	3	100	100	2	100	190
3124	22.001	161	8	100	100	2	100	190
3125	22.001	11	35	100	100	2	100	190
3126	22.001	15	100	100	100	2	100	190
3127	22.001	161	100	100	100	2	100	190
3128	22.001	1	1	1	1	3	100	90
3129	22.001	1	11	1	1	3	100	90
3130	22.001	10	100	100	1	3	100	1271
3131	22.001	25	1	100	100	7	100	190
3132	22.001	25	3	100	100	7	100	239
3133	22.001	25	13	100	100	7	100	190
3134	22.001	15	1	100	100	57	100	84
3135	22.001	15	3	100	100	57	100	3111
3136	22.001	25	3	100	100	100	100	301
3137	22.010	35	100	1	100	7	100	311
3138	34.001	25	1	1	100	2	100	3043
3139	34.001	58	100	1	1	3	100	90
3140	34.001	130	1	100	1	3	100	1925
3141	34.001	130	100	100	1	3	100	1925
3142	34.002	19	8	1	7	9	100	38
3143	34.006	40	1	2	7	4	100	2206
3144	34.006	40	1	100	7	4	100	1124
3145	34.006	15	3	100	7	4	100	1938
3146	34.006	40	100	100	7	4	100	427
3147	34.006	36	3	1	7	6	100	2337
3148	34.015	89	13	100	7	4	100	719
3149	43.002	122	13	100	7	6	100	1340
3150	44.001	36	8	1	1	24	2	1489
3151	44.001	16	10	1	1	10	5	158
3152	44.001	122	14	1	7	3	100	1387
3153	44.001	16	10	1	1	4	100	158
3154	44.001	16	6	1	1	10	100	158
3155	44.001	16	13	1	1	10	100	158
3156	44.001	16	14	1	1	10	100	158
3157	44.001	16	35	1	1	10	100	158
3158	44.001	54	100	1	1	10	100	158
3159	44.001	16	10	1	100	10	100	158
3160	44.001	18	100	1	100	10	100	931
3161	44.001	16	1	1	1	45	100	158
3162	44.001	161	1	1	1	45	100	419
3163	45.001	8	3	1	6	1	100	3165
3164	45.001	8	1	100	6	1	100	3165
3165	45.001	8	3	100	6	1	100	3165
3166	45.001	15	100	100	6	1	100	3165
3167	45.001	11	100	100	100	2	100	1958
3168	45.001	15	3	100	6	7	100	3641
3169	45.001	11	100	100	6	7	100	3081
3170	45.001	9	1	100	100	100	100	63
3171	63.001	1	1	1	100	2	100	442
3172	63.001	9	1	100	100	100	100	63
3173	66.001	1	100	1	100	2	100	3035
3174	68.001	19	6	1	100	2	100	1115
3175	68.001	19	14	1	100	2	100	1115
3177	90.001	104	100	100	100	7	100	84
3178	14.001	57	100	100	1	22	100	1271
3179	14.001	10	14	1	1	111	100	3456
3181	14.001	76	100	1	7	49	100	Ungroupable
3182	22.001	10	100	100	1	22	100	1271
3183	2.002	10	13	100	1	22	100	1271
3184	2.002	10	14	100	7	22	100	1367
3185	2.002	10	13	100	7	22	100	426
3186	2.002	343	100	100	1	22	100	1271
3180	14.001	81	19	100	7	22	100	Ungroupable
3187	1.001	329	6	100	6	2	100	Ungroupable
3188	14.001	1	100	1	100	2	2	432
3189	2.001	351	1	100	100	1	100	63
3190	2.001	350	11	100	7	4	100	168
3191	2.001	50	8	1	100	1	2	Ungroupable
3192	2.001	39	11	100	7	100	100	168
3193	93.001	25	13	100	100	100	2	2655
3194	2.001	39	1	100	7	4	1	168
3195	93.001	25	11	100	100	100	2	2655
3196	14.001	348	1	100	7	20	100	801
3197	2.001	222	14	1	7	3	100	1387
3198	2.001	40	11	100	100	100	100	213
3199	174.001	25	1	100	100	100	1	810
3200	174.001	25	1	100	100	100	2	240
3201	89.001	19	8	1	100	1	2	104
3202	19.001	370	1	1	7	3	100	1869
3203	175.001	1	1	1	100	100	2	Ungroupable
3204	5.002	370	11	1	1	3	100	90
3205	2.002	371	8	100	49	7	100	Ungroupable
3206	10.001	89	4	1	1	4	100	Ungroupable
3207	150.001	33	100	1	1	5	100	1236
3208	150.001	33	100	1	45	5	100	1236
3209	150.001	33	100	1	2	5	100	348
3210	149.001	33	49	1	2	5	100	348
3211	150.001	33	11	1	2	5	100	348
3212	10.008	232	11	1	1	3	100	319
3213	101.001	25	11	1	2	4	100	1229
3214	150.001	231	11	1	2	5	100	487
3215	1.001	4	100	100	100	1	47	20
3216	10.001	1	8	1	1	47	2	22
3217	13.001	345	4	1	7	9	100	1151
3218	152.001	1	8	1	1	3	100	127
3219	34.001	1	11	1	1	3	31	90
3220	10.001	19	100	1	1	3	54	2687
3221	13.001	322	9	1	7	22	100	2288
3222	21.001	325	12	1	7	52	100	1687
3223	103.002	324	13	1	7	21	100	2351
3224	2.002	323	8	1	7	3	100	199
3225	18.001	326	14	1	7	21	100	1111
3226	18.001	327	8	1	2	24	100	501
3227	162.001	1	12	1	7	3	100	1143
3228	158.001	36	12	1	7	8	100	2758
3229	18.004	59	12	1	7	3	100	1143
3230	5.002	1	56	1	1	3	100	127
3231	5.002	19	56	1	1	3	100	127
3232	43.002	19	57	1	7	3	1	2457
3233	18.001	36	58	1	2	24	100	501
3234	170.001	19	56	1	1	3	100	2190
3235	43.002	1	59	1	7	2	100	345
3236	158.001	25	13	1	7	143	100	7306
3237	2.002	19	8	1	7	133	100	73
3238	21.004	1	8	1	1	134	100	127
3239	12.001	1	8	1	1	133	100	127
3240	13.001	25	8	1	7	134	100	497
3241	13.001	19	8	1	1	133	100	38
3242	2.002	1	8	1	7	135	1	3789
3243	11.002	1	8	1	7	122	100	199
3244	12.010	16	11	1	7	6	100	2336
3245	154.001	19	8	1	7	3	100	73
3246	154.001	36	4	1	1	3	100	260
3247	155.001	1	8	1	7	3	100	199
3248	156.001	25	4	100	100	2	100	190
4526	3.001	222	14	1	7	6	100	1493
3249	157.001	19	12	1	7	3	100	73
4527	34.001	1	1	1	7	3	100	199
4528	2.002	122	100	100	7	3	100	436
4529	34.007	40	13	100	7	4	100	126
4530	14.023	10	100	100	7	26	100	1367
4531	2.001	9	100	100	100	6	100	845
4545	5.002	39	14	1	7	3	100	1387
4546	19.001	261	13	1	7	178	100	3099
4547	1.001	514	100	100	100	1	100	20
4548	100.006	18	100	100	7	4	100	3333
4549	13.001	1	3	1	1	9	100	38
4550	19.001	88	14	1	7	15	100	309
4551	3.001	40	13	100	7	3	100	436
4552	15.001	509	100	100	100	2	100	1958
4553	3.001	222	1	1	7	3	100	1615
4554	1.001	516	100	100	100	1	100	20
4555	2.001	10	3	100	100	100	100	301
4556	2.001	9	1	100	100	1	52	63
4557	43.002	122	100	100	21	48	100	1340
4558	2.001	40	1	1	7	3	2	1869
4559	2.001	1	1	1	7	20	100	442
4560	2.001	9	3	100	14	100	100	301
4561	5.002	1	14	100	7	3	100	1387
4562	5.002	122	1	1	7	3	6	1615
4563	13.001	54	14	100	1	22	100	559
4564	14.002	5	1	100	100	7	100	178
4565	5.002	122	100	100	7	4	100	1124
4566	2.002	89	100	1	7	3	100	73
4567	2.002	1	14	100	1	3	100	625
4568	2.001	1	1	100	7	3	2	3420
4569	5.002	291	14	1	7	3	100	1387
4570	22.001	15	100	100	100	7	71	2028
4571	22.001	343	13	1	7	1	100	1560
4572	19.001	25	8	1	7	140	100	3311
4573	1.017	137	100	100	100	1	100	20
4574	13.001	19	3	1	7	24	100	1225
4575	15.001	49	100	100	7	20	100	7319
4576	2.001	122	14	1	7	3	100	1387
4577	14.001	512	13	100	100	7	100	352
4578	1.001	510	100	100	100	1	100	20
4624	67.001	9	1	1	7	3	100	1615
4625	2.001	25	11	100	7	3	100	168
4626	2.061	518	13	100	100	100	100	467
4627	14.002	15	1	100	100	7	75	1061
4636	2.002	40	3	100	7	20	100	427
4637	2.002	18	37	100	1	59	100	6919
4638	2.002	10	100	1	7	22	100	1367
4639	2.002	69	100	100	1	18	100	2209
4640	2.002	216	13	100	7	4	100	426
4641	19.001	368	3	100	7	20	100	1676
4642	19.001	40	3	100	1	20	100	7301
4643	19.001	54	11	1	7	26	100	1641
4644	19.006	18	100	1	7	26	100	1632
4645	2.002	89	13	100	7	26	100	719
4646	44.001	16	10	1	1	7	100	158
4647	186.001	1	1	1	100	163	100	442
4648	21.001	1	8	1	7	82	100	199
4649	13.002	1	8	1	7	82	100	1696
4650	14.002	29	1	1	100	7	6	1061
4651	76.004	520	62	100	60	112	76	Ungroupable
4652	34.001	1	14	100	1	3	100	90
4653	14.002	29	6	100	100	7	6	1061
4654	14.002	64	1	100	100	7	6	1061
4655	234.001	15	1	100	100	7	6	1061
4656	2.001	39	54	100	7	4	100	168
4657	14.001	10	3	100	1	1	100	42
4658	14.001	15	3	100	100	1	100	42
4659	14.002	442	1	100	100	7	6	1061
4660	14.002	15	3	100	100	7	6	1061
4661	34.001	10	11	1	1	3	100	90
4662	235.001	10	3	100	100	1	100	42
3250	162.001	1	8	1	7	3	100	199
3251	18.001	59	7	1	7	3	100	428
3252	18.001	89	12	1	7	3	100	428
3253	2.002	1	8	1	7	1	100	199
3254	2.002	19	8	100	5	1	100	Ungroupable
3255	2.042	19	8	1	7	3	1	73
3256	43.001	1	4	1	1	122	100	3292
3257	9.001	36	12	1	7	3	100	1143
3258	10.001	54	54	1	7	26	100	3348
3259	10.001	33	31	1	2	5	100	348
3260	10.001	33	55	1	2	5	100	348
3261	103.001	25	14	100	7	43	100	Ungroupable
3262	104.001	19	8	1	7	3	100	73
3263	104.001	22	8	1	7	3	100	73
3264	12.001	1	8	1	7	3	100	199
3265	12.001	36	8	1	1	3	100	127
3266	13.001	1	14	1	7	3	100	199
3267	13.001	1	14	1	1	68	100	3336
3268	13.001	22	4	1	1	9	100	38
3269	13.001	22	4	1	1	24	100	1151
3270	13.001	22	8	1	1	3	100	127
3271	13.001	19	12	1	7	3	100	1179
3272	13.002	1	9	1	7	22	100	1696
3273	18.001	19	100	1	7	2	100	458
3274	2.002	40	11	100	7	4	6	427
3275	18.001	22	17	1	1	22	100	Ungroupable
3276	18.001	25	8	1	7	43	100	428
3277	18.001	36	17	1	2	24	100	501
3278	18.001	38	13	1	7	20	100	1096
3279	18.001	59	100	1	7	6	100	458
3280	2.002	19	100	1	100	3	100	73
3281	18.001	59	13	1	7	3	100	428
3282	19.001	38	12	1	7	91	100	309
3283	2.002	1	12	1	15	23	100	5994
3284	2.002	225	8	100	7	4	100	427
3285	21.001	19	11	1	7	8	100	1157
3286	21.001	25	11	1	7	3	100	1118
3287	21.001	1	11	1	1	22	100	124
3288	21.001	19	24	100	1	18	100	2209
3289	21.001	19	21	1	7	3	100	1118
3290	21.002	1	4	1	7	141	100	3292
3291	34.001	38	12	1	7	26	100	567
3292	43.001	1	4	1	7	3	100	199
3293	43.001	1	13	1	7	3	100	199
3294	43.001	1	4	1	7	141	100	514
3295	43.001	1	12	1	7	48	100	1143
3296	43.001	1	52	1	7	15	100	3292
3297	43.001	19	8	1	7	3	100	199
3298	43.002	1	12	1	1	3	100	90
3299	7.001	19	8	1	7	3	100	73
3300	92.001	40	8	100	7	4	100	1124
3301	43.001	372	100	1	7	6	100	2784
3302	43.002	1	65	1	7	3	100	199
3303	10.009	33	21	1	2	5	100	348
3304	18.001	25	4	1	7	43	55	Ungroupable
3305	13.001	19	11	1	1	146	100	38
3306	18.001	19	100	1	7	145	100	1468
3307	15.001	376	1	100	100	2	100	307
3308	2.002	18	13	100	7	20	100	714
3309	2.002	19	44	1	1	9	100	38
3310	2.001	122	100	100	7	6	100	1340
3311	19.001	25	12	1	7	43	100	3311
3312	19.001	38	14	1	7	15	12	309
3313	34.001	69	11	1	1	3	100	90
3314	13.001	19	14	1	1	9	100	38
3315	18.001	307	44	1	1	3	100	2482
3316	14.001	9	44	100	100	100	100	63
3317	14.001	15	3	100	100	100	100	2482
3318	14.001	18	13	1	7	15	100	1632
3319	2.006	10	100	100	100	7	100	352
3320	44.001	142	100	1	1	10	100	158
3321	77.001	19	3	1	7	3	100	73
3322	92.001	40	21	100	7	4	100	5066
3323	2.041	89	44	100	7	4	100	719
4532	14.002	151	1	100	100	7	75	1061
3324	162.001	1	8	1	1	23	100	127
3325	43.004	375	13	1	2	10	1	2467
3326	5.009	1	12	1	1	3	100	127
3327	14.014	130	3	100	100	2	100	520
3328	176.001	9	1	100	100	7	100	1422
3329	22.014	15	100	100	100	7	100	352
3330	1.001	374	100	100	100	1	100	20
3331	44.001	373	10	1	1	10	100	158
3332	34.001	1	11	1	1	3	41	90
3333	166.001	40	100	100	7	4	100	427
3334	34.007	1	10	100	7	3	100	1660
3335	34.001	9	1	1	7	3	100	1615
3336	13.001	1	11	1	1	3	100	90
3337	34.001	9	14	100	7	3	100	3420
3338	2.002	42	11	100	10	2	2	231
3339	5.002	1	100	11	1	3	100	127
3340	2.022	161	4	1	25	10	100	5584
3341	100.001	61	100	100	11	2	26	Ungroupable
3342	19.001	54	100	1	7	26	43	1641
3343	5.002	38	3	1	1	39	100	264
3344	2.002	216	11	100	7	4	100	719
3345	34.001	40	8	100	1	34	100	2480
3346	21.001	1	54	1	7	47	100	1118
3347	14.001	22	3	100	100	7	100	352
3348	19.001	54	100	1	7	26	100	309
3349	10.001	33	100	1	2	5	2	348
3350	9.001	9	1	100	100	100	2	63
3351	12.002	1	12	1	7	3	100	1143
3352	2.001	1	13	100	1	10	100	4713
3353	2.001	380	13	100	1	10	100	4713
3354	2.002	10	13	100	100	100	100	2082
3355	2.002	16	13	1	7	64	100	5077
3356	2.002	100	100	100	7	22	100	1367
3357	12.001	35	12	1	100	7	100	311
3358	12.001	135	13	1	7	15	100	1096
